,User,Original Tweet
4511,ElenaManahina,RT @War2022ua: Сегодня во время массированного ракетного удара #ВС_РФ средствами противовоздушной обороны ВСУ над Одесской областью были сб…
4512,Kuper04744997,RT @GolosAmeriki: Кондолиза Райс: победа Украины изменит Европу к лучшему https://t.co/tIcP5ihobZ
4513,rrrgavgav,RT @CurrentTimeTv: Пятеро человек погибли в результате ракетного удара по многоэтажке в Днепре https://t.co/FJWBvcdVXB
4514,NikolayBar13,RT @GolosAmeriki: ООН: атаки РФ на инфраструктуру усугубляют кризис в Украине https://t.co/dO7EoQBcxQ
4515,canes_spb,RT @GolosAmeriki: Кондолиза Райс: победа Украины изменит Европу к лучшему https://t.co/tIcP5ihobZ
4516,Ukraine_2021,"Сашко Погребиський. 
Тримайся, Друже! 💪🇺🇦 https://t.co/xfJJnsjBzF"
4517,Drahtwurm1,RT @ClaesRosengren: @RussianEmbassy @mfa_russia @mod_russia @FCDOGovUK @BBCWorld @FT @guardianworld @TelegraphWorld @spectator @SkyNews @Ru…
4518,FireLan16232455,"RT @viarravu: Дочерняя компания Государственной нефтяной компании Азербайджана SOCAR Energy Ukraine продолжает оказывать помощь Украине, в…"
4519,rogue_corq,Массированная атака по Украине: сколько ракет выпустила Россия и сколько удалось уничтожить https://t.co/4uo99lTdaH #Ukraine #Russia
4520,ADIGUR4,Залужный рассказал подробности ракетной атаки РФ по Украине https://t.co/fSHzyPrYjB
4521,_oksana_ukraine,RT @sternenko: Уйобки https://t.co/qhYw814E8B
4522,prosto_mob,Федоров назвал количество эксплуатируемых в Украине терминалов Starlink https://t.co/BS8zThA1to
4523,Spirit_Ukraine,"RT @Q0MT6pFmbVqynsM: «Следом ядеркой еб*нуть, чтобы скрыть следы», – русские радуются ракетной атаке по Украине. https://t.co/iAR1NcYuYN"
4524,QDrunkman,RT @GolosAmeriki: Кондолиза Райс: победа Украины изменит Европу к лучшему https://t.co/tIcP5ihobZ
4525,ChaimMagal,@ok_ukraine Отряхнулся и пошел.
4526,politobozrenie,"Политика США меняется: ситуация на Украине идет к «венесуэльскому сценарию»
https://t.co/E6RUaHc9z5 https://t.co/I3pJ9dq1hF"
4527,Spirit_Ukraine,"RT @AurikaSkurak: @turkmendagz Это те руские что читали Пушкина ,ходили на русский балет и Третьяковку? Эти те что христиане ,ходят в храм…"
4528,PREMIUM_UKRAINE,RT @mrtrade1488: Пиздец https://t.co/HAPntbJtJb
4529,alle_frauhoff,"RT @Dialog_UA: ""Не подведите"", - Корбану припомнили обещание устроить Путину Пульса де-Нура при ударе по Днепру   https://t.co/RYhHAwypDS h…"
4530,ADIGUR4,"Столицу ""ДНР"" перенесут в Мариуполь | События в Украине | MIGnews - MigNews – новости Израиля и мира на русском языке https://t.co/rNxSJdUjUr"
4531,PREMIUM_UKRAINE,"RT @4pdaru: Технология 6G сможет использовать человеческое тело в качестве источника энергии
https://t.co/LRJcKnsNSq https://t.co/Ldl3xBqrea"
4532,alien421602151,"RT @War2022ua: Последствия сегодняшней атаки на одну из ТЭС показали в ДТЭК
#ukrainecounteroffensive #Ukraine #Kherson #Soledar #Wagner #AT…"
4533,JohnnyLemonik,"@gYbjL6v21Lj4LUp @armyinformcomua @Ukraine_DAO Здесь водки нет, #рускій_іді_нахуй!"
4534,bineoallgaeu,"RT @War2022ua: Последствия сегодняшней атаки на одну из ТЭС показали в ДТЭК
#ukrainecounteroffensive #Ukraine #Kherson #Soledar #Wagner #AT…"
4535,roll_slonosl,"RT @War2022ua: Последствия сегодняшней атаки на одну из ТЭС показали в ДТЭК
#ukrainecounteroffensive #Ukraine #Kherson #Soledar #Wagner #AT…"
4536,filantrop2011,"RT @ian_matveev: Риши Сунак одобрил отправку танков Challenger 2 в Украину. В ближайшее время будут отправлен 4 танка, затем еще 8. https:/…"
4537,sanek_tank,"RT @War2022ua: Последствия сегодняшней атаки на одну из ТЭС показали в ДТЭК
#ukrainecounteroffensive #Ukraine #Kherson #Soledar #Wagner #AT…"
4538,algotradingexp,RT @CurrentTimeTv: Пятеро человек погибли в результате ракетного удара по многоэтажке в Днепре https://t.co/FJWBvcdVXB
